ID PinchLargeTime PinchSmallTime PinchLargeHit PinchSmallHit PinchLargeDist PinchSmallDist PinchLargeXDist PinchSmallXDist PinchLargeYDist PinchSmallYDist SwipeLargeTime SwipeSmallTime SwipeLargeHit SwipeSmallHit SwipeLargeDist SwipeSmallDist SwipeLargeXDist SwipeSmallXDist SwipeLargeYDist SwipeSmallYDist ThrowLargeTime ThrowSmallTime ThrowLargeHit ThrowSmallHit ThrowLargeDist ThrowSmallDist ThrowLargeXDist ThrowSmallXDist ThrowLargeYDist ThrowSmallYDist TiltLargeTime TiltSmallTime TiltLargeHit TiltSmallHit TiltLargeDist TiltSmallDist TiltLargeXDist TiltSmallXDist TiltLargeYDist TiltSmallYDist
23 12 5 1 1 0 0 0 0 0 0 3 4 1 1 0 0 0 0 0 0 5 5 1 0 0 6.90000000000001 0 0 0 6.90000000000001 6 5 1 0 0 1 0 1 0 1
23 15 10 1 1 0 0 0 0 0 0 3 4 1 1 0 0 0 0 0 0 3 8 1 1 0 0 0 0 0 0 6 2 1 0 0 191.342859809296 0 172.5 0 82.8
23 8 19 0 1 488 0 0 0 488 0 2 2 1 1 0 0 0 0 0 0 8 6 1 0 0 769.447860481787 0 594.9 0 488 6 6 1 1 0 0 0 0 0 0
23 9 9 1 0 0 820.421653785418 0 811.3 0 122 3 4 1 1 0 0 0 0 0 0 4 8 1 0 0 1.69999999999999 0 0 0 1.69999999999999 4 10 1 0 0 10.6301458127347 0 10.6 0 0.800000000000011
23 7 34 0 1 251.055392294211 0 59.1 0 244 0 3 4 1 1 0 0 0 0 0 0 5 7 1 1 0 0 0 0 0 0 4 1 1 0 0 406.919205739911 0 388.2 0 122
23 3 33 0 1 244 0 0 0 244 0 3 3 1 1 0 0 0 0 0 0 4 5 1 0 0 4.5 0 4.5 0 0 4 7 1 1 0 0 0 0 0 0
24 19 6 0 0 487.015410433797 47.2 238 47.2 424.9 0 14 24 1 0 0 45.8917203861437 0 45.4 0 6.69999999999999 6 7 1 1 0 0 0 0 0 0 1 2 0 0 505.425889720738 684.047841894118 500.3 598.3 71.8 331.6
24 6 6 1 1 0 0 0 0 0 0 4 4 1 0 0 1 0 1 0 1 5 10 1 1 0 0 0 0 0 0 6 4 1 0 0 18.4 0 0 0 18.4
24 10 9 1 1 0 0 0 0 0 0 16 9 0 1 18.9000000000001 0 18.9000000000001 0 0 0 1 4 0 0 564.596253972695 5.80000000000001 563.7 5.80000000000001 31.8 0 12 1 1 0 0 522.148877237134 0 390.7 0 346.4
24 7 21 1 1 0 0 0 0 0 0 6 7 1 1 0 0 0 0 0 0 9 6 0 1 39.3320480015979 0 39 0 5.09999999999999 0 5 9 1 1 0 0 0 0 0 0
24 9 8 1 1 0 0 0 0 0 0 8 8 1 0 0 5.59999999999991 0 5.59999999999991 0 0 5 6 1 1 0 0 0 0 0 0 1 2 0 0 685.751886617893 183.277112591835 677.4 134.5 106.7 124.5
24 6 8 1 1 0 0 0 0 0 0 4 15 1 1 0 0 0 0 0 0 2 8 0 1 436.61846044344 0 425.2 0 99.2 0 8 5 1 0 0 34.3 0 34.3 0 0
24 7 21 1 1 0 0 0 0 0 0 4 5 1 1 0 0 0 0 0 0 5 5 1 1 0 0 0 0 0 0 7 2 1 0 0 544.06415981941 0 361.5 0 406.6
24 19 4 1 0 0 71.9 0 71.9 0 0 4 4 1 1 0 0 0 0 0 0 4 6 1 1 0 0 0 0 0 0 4 6 0 0 7.80000000000001 26.8 7.80000000000001 26.8 0 0
24 6 18 1 1 0 0 0 0 0 0 3 4 1 1 0 0 0 0 0 0 5 9 1 1 0 0 0 0 0 0 11 8 1 1 0 0 0 0 0 0
25 5 19 1 0 0 16.3 0 16.3 0 0 5 4 1 1 0 0 0 0 0 0 5 4 1 1 0 0 0 0 0 0 1 10 0 1 523 0 523 0 0 0
25 5 11 1 1 0 0 0 0 0 0 4 4 1 1 0 0 0 0 0 0 3 5 1 1 0 0 0 0 0 0 8 4 1 1 0 0 0 0 0 0
25 5 7 1 1 0 0 0 0 0 0 3 4 1 1 0 0 0 0 0 0 3 3 1 1 0 0 0 0 0 0 3 4 1 0 0 1 0 1 0 1
25 4 5 1 1 0 0 0 0 0 0 3 4 1 1 0 0 0 0 0 0 4 4 1 1 0 0 0 0 0 0 4 3 1 1 0 0 0 0 0 0
25 9 5 1 1 0 0 0 0 0 0 3 4 1 1 0 0 0 0 0 0 3 5 1 1 0 0 0 0 0 0 4 7 1 1 0 0 0 0 0 0
25 4 10 1 1 0 0 0 0 0 0 4 4 0 1 841.785489302352 0 685.9 0 488 0 3 3 1 1 0 0 0 0 0 0 3 3 1 1 0 0 0 0 0 0
25 4 5 1 1 0 0 0 0 0 0 3 3 1 1 0 0 0 0 0 0 3 8 1 1 0 0 0 0 0 0 4 4 1 1 0 0 0 0 0 0
25 8 4 1 1 0 0 0 0 0 0 3 5 1 0 0 17 0 17 0 0 5 5 1 1 0 0 0 0 0 0 3 3 1 1 0 0 0 0 0 0
25 4 4 1 0 0 37.5 0 37.5 0 0 4 3 1 1 0 0 0 0 0 0 3 3 1 1 0 0 0 0 0 0 2 3 1 1 0 0 0 0 0 0
26 7 13 1 1 0 0 0 0 0 0 9 11 1 1 0 0 0 0 0 0 17 7 1 1 0 0 0 0 0 0 2 9 0 1 435.3 0 435.3 0 0 0
26 6 12 1 0 0 3.5 0 0 0 3.5 4 6 1 1 0 0 0 0 0 0 6 7 1 1 0 0 0 0 0 0 4 2 1 0 0 775.766008536079 0 728.7 0 266.1
26 9 16 1 1 0 0 0 0 0 0 7 6 1 1 0 0 0 0 0 0 16 11 0 1 235.6 0 235.6 0 0 0 2 2 0 0 738.695857576039 405.17339498047 738.6 84.8 11.9 396.2
26 9 7 1 1 0 0 0 0 0 0 4 5 1 1 0 0 0 0 0 0 9 8 1 1 0 0 0 0 0 0 6 2 1 0 0 488.872999868064 0 324.1 0 366
26 6 11 1 1 0 0 0 0 0 0 8 8 1 1 0 0 0 0 0 0 4 7 1 1 0 0 0 0 0 0 1 6 0 0 671.313011940034 64.4986821570798 625.4 64.2 244 6.2
26 4 7 1 0 0 2.14009345590331 0 1.30000000000001 0 1.70000000000005 4 3 1 1 0 0 0 0 0 0 8 5 0 1 52.6 0 52.6 0 0 0 3 9 0 1 311.7 0 0 0 311.7 0
26 6 6 1 1 0 0 0 0 0 0 4 7 1 1 0 0 0 0 0 0 4 6 1 1 0 0 0 0 0 0 9 3 1 0 0 365.974493646757 0 11.3 0 365.8
26 5 2 1 0 0 454.707257474521 0 156.3 0 427 4 7 1 1 0 0 0 0 0 0 6 10 1 0 0 2.70185121722125 0 0.100000000000023 0 2.69999999999999 2 5 0 0 653.3 17.9 653.3 17.9 0 0
26 6 7 1 1 0 0 0 0 0 0 3 6 1 1 0 0 0 0 0 0 5 5 1 1 0 0 0 0 0 0 5 1 1 0 0 149.146538679247 0 71.3 0 131
27 15 9 1 0 0 245.215843696936 0 218.4 0 111.5 5 9 1 0 0 74.6627751962114 0 74.2 0 8.30000000000001 5 6 1 1 0 0 0 0 0 0 6 10 1 1 0 0 0 0 0 0
27 5 6 1 0 0 10.7 0 10.7 0 0 4 6 1 1 0 0 0 0 0 0 5 6 1 1 0 0 0 0 0 0 5 4 1 1 0 0 0 0 0 0
27 5 6 1 1 0 0 0 0 0 0 5 6 1 1 0 0 0 0 0 0 4 6 1 1 0 0 0 0 0 0 6 5 1 1 0 0 0 0 0 0
27 5 7 1 0 0 2.39999999999998 0 2.39999999999998 0 0 6 5 1 1 0 0 0 0 0 0 4 6 1 1 0 0 0 0 0 0 9 5 1 0 0 14.5 0 14.5 0 0
27 5 6 1 1 0 0 0 0 0 0 4 4 1 1 0 0 0 0 0 0 6 6 1 1 0 0 0 0 0 0 8 8 1 1 0 0 0 0 0 0
27 6 7 1 1 0 0 0 0 0 0 4 4 1 1 0 0 0 0 0 0 5 4 1 1 0 0 0 0 0 0 5 11 1 1 0 0 0 0 0 0
27 10 5 1 1 0 0 0 0 0 0 5 4 1 1 0 0 0 0 0 0 4 5 1 1 0 0 0 0 0 0 9 6 1 1 0 0 0 0 0 0
27 10 8 1 1 0 0 0 0 0 0 4 5 1 1 0 0 0 0 0 0 5 4 1 1 0 0 0 0 0 0 6 7 1 0 0 12.1 0 0 0 12.1
27 5 5 1 1 0 0 0 0 0 0 3 5 1 1 0 0 0 0 0 0 6 4 1 1 0 0 0 0 0 0 4 5 1 1 0 0 0 0 0 0
28 5 6 1 1 0 0 0 0 0 0 3 6 1 1 0 0 0 0 0 0 6 8 1 1 0 0 0 0 0 0 5 5 1 1 0 0 0 0 0 0
28 6 6 1 1 0 0 0 0 0 0 5 3 1 1 0 0 0 0 0 0 5 5 1 1 0 0 0 0 0 0 4 9 1 1 0 0 0 0 0 0
28 7 7 1 1 0 0 0 0 0 0 4 4 1 1 0 0 0 0 0 0 5 5 1 1 0 0 0 0 0 0 1 6 0 1 526.752664919695 0 516.1 0 105.4 0
28 8 5 1 1 0 0 0 0 0 0 3 3 1 0 0 7.39999999999998 0 0 0 7.39999999999998 14 6 1 1 0 0 0 0 0 0 6 1 0 0 134.892698097414 541.332153118582 62 541.3 119.8 5.90000000000001
28 15 18 1 1 0 0 0 0 0 0 3 4 1 1 0 0 0 0 0 0 5 6 1 1 0 0 0 0 0 0 7 6 1 1 0 0 0 0 0 0
28 6 10 1 1 0 0 0 0 0 0 6 4 1 1 0 0 0 0 0 0 7 11 1 1 0 0 0 0 0 0 2 8 0 1 493.034937910084 0 289.9 0 398.8 0
28 5 6 1 1 0 0 0 0 0 0 5 4 1 1 0 0 0 0 0 0 5 4 1 1 0 0 0 0 0 0 4 7 1 0 0 68.2 0 0 0 68.2
28 6 7 1 1 0 0 0 0 0 0 4 5 1 1 0 0 0 0 0 0 6 5 0 1 243.823399205244 0 21.2 0 242.9 0 8 5 1 1 0 0 0 0 0 0
28 6 15 1 1 0 0 0 0 0 0 3 5 1 1 0 0 0 0 0 0 5 10 1 1 0 0 0 0 0 0 7 4 1 1 0 0 0 0 0 0
29 10 19 0 0 71.8 432.833651649222 0 240.9 71.8 359.6 2 5 1 1 0 0 0 0 0 0 4 1 1 0 0 596.394852425807 0 557.1 0 212.9 7 2 1 0 0 255.274753941709 0 27.4 0 253.8
29 22 18 1 0 0 256.076180071478 0 55 0 250.1 4 10 1 1 0 0 0 0 0 0 5 34 1 0 0 56 0 56 0 0 23 1 1 0 0 365.709242431744 0 253.7 0 263.4
29 7 14 1 0 0 559.493744379685 0 421 0 368.5 4 4 0 1 8.10000000000002 0 0 0 8.10000000000002 0 4 6 1 0 0 3.10644491340183 0 1.69999999999999 0 2.60000000000002 11 17 0 1 32.8 0 0 0 32.8 0
29 6 6 1 1 0 0 0 0 0 0 5 12 1 1 0 0 0 0 0 0 5 4 1 1 0 0 0 0 0 0 3 7 1 1 0 0 0 0 0 0
29 8 3 0 0 923.612472847785 88.5586811103237 848 64.2 366 61 4 4 1 1 0 0 0 0 0 0 9 6 1 1 0 0 0 0 0 0 12 9 1 1 0 0 0 0 0 0
29 9 7 0 0 262.49998095238 626.066657792922 96.8 531.1 244 331.5 7 5 1 1 0 0 0 0 0 0 4 6 1 1 0 0 0 0 0 0 7 7 1 0 0 186.8 0 0 0 186.8
29 7 9 0 0 389.732228587783 23.5 303.9 23.5 244 0 3 5 1 1 0 0 0 0 0 0 6 6 1 1 0 0 0 0 0 0 4 12 1 1 0 0 0 0 0 0
29 6 12 1 0 0 457.160682911381 0 163.3 0 427 3 5 1 0 0 2.59999999999991 0 2.59999999999991 0 0 5 8 0 1 436.577599058861 0 238 0 366 0 3 2 1 0 0 250.910860665695 0 217.5 0 125.1
29 7 3 0 0 587.013807333354 557.850338352501 533.9 421 244 366 4 4 1 1 0 0 0 0 0 0 4 6 1 0 0 11.4 0 11.4 0 0 4 7 1 0 0 31.5 0 31.5 0 0
3 7 10 1 1 0 0 0 0 0 0 3 20 1 1 0 0 0 0 0 0 8 9 0 1 791.415750411881 0 701.7 0 366 0 4 5 1 1 0 0 0 0 0 0
3 7 6 1 1 0 0 0 0 0 0 4 6 1 0 0 9.80000000000001 0 0 0 9.80000000000001 7 15 1 1 0 0 0 0 0 0 8 8 1 0 0 18.2 0 18.2 0 0
3 6 6 1 0 0 18.8 0 18.8 0 0 7 6 1 1 0 0 0 0 0 0 10 5 1 0 0 368.610905969967 0 207 0 305 5 4 1 1 0 0 0 0 0 0
3 6 6 1 1 0 0 0 0 0 0 4 10 1 1 0 0 0 0 0 0 6 12 1 0 0 48.4103294762595 0 48.4 0 1 4 7 1 0 0 25.2556924276489 0 17.3 0 18.4
3 7 31 1 0 0 585.784738619913 0 582.6 0 61 7 6 1 0 0 17.4000000000001 0 17.4000000000001 0 0 34 5 1 0 0 4.80000000000001 0 4.80000000000001 0 0 5 4 1 1 0 0 0 0 0 0
3 12 8 1 1 0 0 0 0 0 0 5 11 0 1 6.89999999999998 0 6.89999999999998 0 0 0 5 41 1 0 0 5.80000000000001 0 5.80000000000001 0 0 5 3 1 0 0 365.1 0 0 0 365.1
3 6 7 1 1 0 0 0 0 0 0 5 7 1 1 0 0 0 0 0 0 4 27 1 1 0 0 0 0 0 0 4 8 1 1 0 0 0 0 0 0
3 10 6 1 1 0 0 0 0 0 0 4 10 1 1 0 0 0 0 0 0 5 16 1 0 0 1 0 1 0 1 4 7 0 1 12 0 0 0 12 0
3 8 6 0 1 3 0 0 0 3 0 13 9 1 0 0 12.3 0 12.3 0 0 4 5 1 1 0 0 0 0 0 0 4 11 1 1 0 0 0 0 0 0
30 15 7 1 1 0 0 0 0 0 0 4 4 1 1 0 0 0 0 0 0 5 6 1 1 0 0 0 0 0 0 3 9 1 1 0 0 0 0 0 0
30 8 6 1 0 0 7.29999999999995 0 7.29999999999995 0 0 2 4 1 1 0 0 0 0 0 0 5 9 1 1 0 0 0 0 0 0 3 9 1 0 0 75.6523628183548 0 28.2 0 70.2
30 27 6 0 1 405.298420919697 0 174.1 0 366 0 4 4 1 1 0 0 0 0 0 0 6 4 1 1 0 0 0 0 0 0 5 7 1 1 0 0 0 0 0 0
30 11 6 1 1 0 0 0 0 0 0 4 3 1 1 0 0 0 0 0 0 5 7 1 1 0 0 0 0 0 0 4 7 1 0 0 38.8 0 38.8 0 0
30 7 4 1 1 0 0 0 0 0 0 3 4 1 1 0 0 0 0 0 0 6 10 1 1 0 0 0 0 0 0 6 3 1 1 0 0 0 0 0 0
30 5 12 1 1 0 0 0 0 0 0 4 5 1 1 0 0 0 0 0 0 14 7 1 1 0 0 0 0 0 0 3 3 1 0 0 42 0 0 0 42
30 4 22 1 1 0 0 0 0 0 0 3 4 1 1 0 0 0 0 0 0 2 9 0 1 513.5 0 513.5 0 0 0 4 2 0 0 23.9 572.513344822634 0 412.7 23.9 396.8
30 5 5 1 1 0 0 0 0 0 0 3 4 1 1 0 0 0 0 0 0 5 6 1 0 0 8.39999999999998 0 8.39999999999998 0 0 4 5 1 0 0 4.2 0 0 0 4.2
30 3 5 1 1 0 0 0 0 0 0 3 5 1 1 0 0 0 0 0 0 6 5 1 0 0 56 0 56 0 0 4 5 1 1 0 0 0 0 0 0
31 3 11 0 1 550.790849597195 0 411.6 0 366 0 3 3 1 1 0 0 0 0 0 0 7 5 1 1 0 0 0 0 0 0 4 7 1 1 0 0 0 0 0 0
31 18 6 0 1 11.7 0 11.7 0 0 0 4 5 1 1 0 0 0 0 0 0 5 7 1 1 0 0 0 0 0 0 10 5 1 1 0 0 0 0 0 0
31 6 2 1 0 0 476.578891685312 0 366.2 0 305 15 5 1 1 0 0 0 0 0 0 5 6 1 1 0 0 0 0 0 0 5 13 1 0 0 79.5251532535461 0 78 0 15.5
31 5 6 0 1 282.783875070698 0 278.4 0 49.6 0 2 3 1 1 0 0 0 0 0 0 5 5 1 1 0 0 0 0 0 0 5 5 1 1 0 0 0 0 0 0
31 3 7 0 1 572.995715516268 0 300.3 0 488 0 3 5 1 1 0 0 0 0 0 0 4 5 0 1 16.1 0 16.1 0 0 0 4 5 1 1 0 0 0 0 0 0
31 6 8 1 1 0 0 0 0 0 0 3 4 1 1 0 0 0 0 0 0 5 7 1 1 0 0 0 0 0 0 4 4 1 1 0 0 0 0 0 0
31 4 3 1 0 0 467.437364788054 0 398.7 0 244 3 4 1 1 0 0 0 0 0 0 6 9 1 1 0 0 0 0 0 0 4 5 1 1 0 0 0 0 0 0
31 6 5 1 1 0 0 0 0 0 0 4 5 1 1 0 0 0 0 0 0 6 5 1 1 0 0 0 0 0 0 4 4 1 1 0 0 0 0 0 0
31 6 7 0 1 33.4 0 0 0 33.4 0 4 5 1 1 0 0 0 0 0 0 4 7 1 1 0 0 0 0 0 0 3 5 1 1 0 0 0 0 0 0
32 8 8 1 1 0 0 0 0 0 0 8 6 1 1 0 0 0 0 0 0 5 10 1 1 0 0 0 0 0 0 3 5 1 1 0 0 0 0 0 0
32 14 6 1 1 0 0 0 0 0 0 5 13 1 1 0 0 0 0 0 0 5 55 1 1 0 0 0 0 0 0 3 4 1 1 0 0 0 0 0 0
32 6 8 1 1 0 0 0 0 0 0 5 7 1 1 0 0 0 0 0 0 7 9 1 1 0 0 0 0 0 0 3 6 1 1 0 0 0 0 0 0
32 7 7 1 0 0 134.989814430571 0 133.5 0 20 7 6 1 1 0 0 0 0 0 0 7 5 1 1 0 0 0 0 0 0 4 3 1 1 0 0 0 0 0 0
32 12 14 1 1 0 0 0 0 0 0 6 5 1 1 0 0 0 0 0 0 4 4 1 1 0 0 0 0 0 0 4 5 1 1 0 0 0 0 0 0
32 5 14 1 1 0 0 0 0 0 0 5 10 1 0 0 1 0 1 0 1 5 9 1 1 0 0 0 0 0 0 4 5 1 1 0 0 0 0 0 0
32 7 17 1 0 0 134.1 0 134.1 0 0 6 8 1 1 0 0 0 0 0 0 5 17 1 1 0 0 0 0 0 0 4 4 0 0 4.5 16.9 0 0 4.5 16.9
32 8 6 1 1 0 0 0 0 0 0 6 7 1 1 0 0 0 0 0 0 3 5 1 1 0 0 0 0 0 0 4 5 1 1 0 0 0 0 0 0
32 5 11 1 0 0 240.420569003569 0 18.6 0 239.7 3 12 1 1 0 0 0 0 0 0 4 5 1 1 0 0 0 0 0 0 3 4 1 1 0 0 0 0 0 0
33 6 26 1 0 0 931.124588870899 0 793 0 488 4 5 1 0 0 19.5999999999999 0 19.5999999999999 0 0 5 6 1 1 0 0 0 0 0 0 6 5 1 1 0 0 0 0 0 0
33 12 7 0 0 187 10.9000000000001 187 10.9000000000001 0 0 5 5 1 1 0 0 0 0 0 0 4 5 1 1 0 0 0 0 0 0 4 6 1 1 0 0 0 0 0 0
33 13 11 1 1 0 0 0 0 0 0 5 6 1 1 0 0 0 0 0 0 4 6 1 1 0 0 0 0 0 0 4 6 1 1 0 0 0 0 0 0
33 15 3 0 0 86.411689024113 194.402571999447 67.7 65.6 53.7 183 3 5 1 1 0 0 0 0 0 0 4 7 1 1 0 0 0 0 0 0 4 4 1 1 0 0 0 0 0 0
33 7 13 1 0 0 1 0 1 0 1 4 17 1 1 0 0 0 0 0 0 5 5 1 1 0 0 0 0 0 0 4 5 1 1 0 0 0 0 0 0
33 14 20 1 0 0 609.487670096779 0 505.1 0 341.1 3 12 1 1 0 0 0 0 0 0 4 5 1 1 0 0 0 0 0 0 5 4 1 1 0 0 0 0 0 0
33 13 14 0 1 221.149949129544 0 198.3 0 97.9 0 4 6 1 1 0 0 0 0 0 0 4 4 1 1 0 0 0 0 0 0 4 5 1 1 0 0 0 0 0 0
33 20 5 1 0 0 227.202222700395 0 139.8 0 179.1 4 5 1 1 0 0 0 0 0 0 5 7 1 1 0 0 0 0 0 0 2 5 0 1 576.845984644082 0 522.7 0 244 0
33 18 8 1 1 0 0 0 0 0 0 3 5 1 1 0 0 0 0 0 0 6 5 1 1 0 0 0 0 0 0 4 6 1 1 0 0 0 0 0 0
34 4 31 0 1 544.47248782652 0 431 0 332.7 0 5 5 1 1 0 0 0 0 0 0 9 7 1 1 0 0 0 0 0 0 4 4 1 1 0 0 0 0 0 0
34 6 9 1 1 0 0 0 0 0 0 5 6 1 1 0 0 0 0 0 0 5 7 1 1 0 0 0 0 0 0 6 6 1 1 0 0 0 0 0 0
34 7 3 1 0 0 258.9 0 0 0 258.9 4 6 1 1 0 0 0 0 0 0 7 6 1 1 0 0 0 0 0 0 5 4 1 0 0 1.19999999999999 0 0 0 1.19999999999999
34 2 6 0 1 431.032724975726 0 421.1 0 92 0 4 5 1 1 0 0 0 0 0 0 11 7 1 1 0 0 0 0 0 0 2 7 0 1 363.611124692301 0 346.7 0 109.6 0
34 20 12 1 1 0 0 0 0 0 0 5 4 1 1 0 0 0 0 0 0 7 9 0 1 1 0 1 0 1 0 7 6 1 1 0 0 0 0 0 0
34 7 7 1 1 0 0 0 0 0 0 4 6 1 1 0 0 0 0 0 0 6 8 1 0 0 17.2 0 17.2 0 0 5 2 0 0 8.60000000000002 133.438262878381 8.60000000000002 84.1 0 103.6
34 6 7 1 1 0 0 0 0 0 0 4 4 1 1 0 0 0 0 0 0 5 8 1 1 0 0 0 0 0 0 5 5 1 1 0 0 0 0 0 0
34 7 7 1 1 0 0 0 0 0 0 5 11 1 1 0 0 0 0 0 0 7 7 1 1 0 0 0 0 0 0 6 6 1 0 0 33.9 0 0 0 33.9
34 6 10 1 0 0 389.404635308826 0 389.1 0 15.4 3 5 1 1 0 0 0 0 0 0 7 8 1 1 0 0 0 0 0 0 4 6 1 1 0 0 0 0 0 0
35 7 23 1 0 0 18.3294844444682 0 17.1 0 6.59999999999999 4 10 1 1 0 0 0 0 0 0 10 7 1 1 0 0 0 0 0 0 4 10 1 1 0 0 0 0 0 0
35 6 19 1 1 0 0 0 0 0 0 5 7 1 1 0 0 0 0 0 0 6 10 1 1 0 0 0 0 0 0 4 6 1 1 0 0 0 0 0 0
35 10 7 1 1 0 0 0 0 0 0 6 6 1 1 0 0 0 0 0 0 5 5 1 1 0 0 0 0 0 0 4 6 1 0 0 3.19999999999999 0 0 0 3.19999999999999
35 11 13 1 1 0 0 0 0 0 0 3 6 1 1 0 0 0 0 0 0 5 5 1 1 0 0 0 0 0 0 5 6 1 1 0 0 0 0 0 0
35 7 8 1 0 0 2.5 0 2.5 0 0 5 4 1 1 0 0 0 0 0 0 8 8 1 1 0 0 0 0 0 0 2 7 0 0 513.862004822306 2.89999999999998 483 2.89999999999998 175.4 0
35 7 11 1 1 0 0 0 0 0 0 4 7 1 1 0 0 0 0 0 0 4 11 1 1 0 0 0 0 0 0 5 20 1 1 0 0 0 0 0 0
35 7 9 1 1 0 0 0 0 0 0 5 6 1 1 0 0 0 0 0 0 5 12 1 1 0 0 0 0 0 0 4 5 0 0 4.5 78.108258206159 4.5 74.1 0 24.7
35 6 10 1 0 0 649.229728216446 0 428.2 0 488 4 8 1 1 0 0 0 0 0 0 5 21 1 1 0 0 0 0 0 0 8 25 1 1 0 0 0 0 0 0
35 8 6 1 1 0 0 0 0 0 0 4 4 1 1 0 0 0 0 0 0 7 7 1 1 0 0 0 0 0 0 4 6 0 1 39.7 0 0 0 39.7 0
36 6 6 1 1 0 0 0 0 0 0 3 9 1 0 0 9.10000000000002 0 0 0 9.10000000000002 8 4 1 1 0 0 0 0 0 0 10 7 1 0 0 1.59999999999999 0 0 0 1.59999999999999
36 5 5 1 1 0 0 0 0 0 0 5 5 1 1 0 0 0 0 0 0 5 7 1 1 0 0 0 0 0 0 7 7 0 0 225.490842386116 298.71760912273 148.6 236.1 169.6 183
36 5 5 1 1 0 0 0 0 0 0 3 4 1 1 0 0 0 0 0 0 3 2 1 0 0 201.350838091129 0 165 0 115.4 5 11 1 1 0 0 0 0 0 0
36 8 5 1 1 0 0 0 0 0 0 3 9 1 1 0 0 0 0 0 0 4 7 1 1 0 0 0 0 0 0 5 9 1 1 0 0 0 0 0 0
36 10 7 1 1 0 0 0 0 0 0 4 6 0 1 42.2 0 42.2 0 0 0 4 6 1 1 0 0 0 0 0 0 6 8 1 1 0 0 0 0 0 0
36 4 10 1 0 0 193.4 0 193.4 0 0 5 7 1 1 0 0 0 0 0 0 3 5 1 1 0 0 0 0 0 0 13 5 1 1 0 0 0 0 0 0
36 5 9 1 1 0 0 0 0 0 0 3 3 1 1 0 0 0 0 0 0 5 7 1 1 0 0 0 0 0 0 4 4 1 0 0 17.2 0 17.2 0 0
36 4 6 1 1 0 0 0 0 0 0 4 4 1 1 0 0 0 0 0 0 5 5 1 1 0 0 0 0 0 0 6 12 1 1 0 0 0 0 0 0
36 5 10 1 1 0 0 0 0 0 0 4 4 1 0 0 30 0 30 0 0 3 6 1 1 0 0 0 0 0 0 5 2 1 0 0 215.850411164769 0 214.6 0 23.2
37 8 11 1 1 0 0 0 0 0 0 11 25 1 1 0 0 0 0 0 0 8 7 1 1 0 0 0 0 0 0 8 6 1 0 0 58.2769251076273 0 50.2 0 29.6
37 5 9 0 1 246.584873826437 0 128.1 0 210.7 0 7 7 1 1 0 0 0 0 0 0 8 7 1 1 0 0 0 0 0 0 6 6 0 1 14.9 0 0 0 14.9 0
37 22 7 1 1 0 0 0 0 0 0 5 12 1 1 0 0 0 0 0 0 5 5 1 1 0 0 0 0 0 0 4 10 1 1 0 0 0 0 0 0
37 11 12 0 1 166.8 0 166.8 0 0 0 4 5 1 1 0 0 0 0 0 0 6 8 1 1 0 0 0 0 0 0 5 9 1 0 0 23.1 0 0 0 23.1
37 9 8 0 1 3.30000000000001 0 3.30000000000001 0 0 0 5 6 1 1 0 0 0 0 0 0 5 5 0 1 18.3 0 18.3 0 0 0 5 9 1 0 0 0.600000000000023 0 0 0 0.600000000000023
37 6 8 1 1 0 0 0 0 0 0 5 11 1 1 0 0 0 0 0 0 5 15 1 1 0 0 0 0 0 0 10 12 0 0 224.78278403828 12.1 6.09999999999999 0 224.7 12.1
37 5 11 1 0 0 801.172521995107 0 677.9 0 427 5 7 1 1 0 0 0 0 0 0 7 8 1 1 0 0 0 0 0 0 5 6 0 0 3.09999999999999 51.4 0 0 3.09999999999999 51.4
37 28 7 1 1 0 0 0 0 0 0 4 9 1 0 0 4.89999999999998 0 4.89999999999998 0 0 4 5 1 1 0 0 0 0 0 0 9 30 1 0 0 9.5 0 0 0 9.5
37 5 6 1 0 0 25.1 0 0 0 25.1 3 8 1 1 0 0 0 0 0 0 7 5 1 1 0 0 0 0 0 0 4 7 1 0 0 236.405499090017 0 228.4 0 61
38 5 6 1 1 0 0 0 0 0 0 10 6 1 1 0 0 0 0 0 0 4 7 1 1 0 0 0 0 0 0 16 11 0 0 460.538912579599 26.8 325.3 26.8 326 0
38 6 6 1 1 0 0 0 0 0 0 6 4 1 1 0 0 0 0 0 0 4 5 1 1 0 0 0 0 0 0 3 15 0 1 298.4 0 0 0 298.4 0
38 5 12 1 1 0 0 0 0 0 0 5 10 1 1 0 0 0 0 0 0 5 5 1 0 0 1 0 1 0 1 15 15 1 1 0 0 0 0 0 0
38 3 5 0 1 372.076349691834 0 280.9 0 244 0 4 5 1 1 0 0 0 0 0 0 4 5 1 1 0 0 0 0 0 0 9 12 1 1 0 0 0 0 0 0
38 9 6 1 1 0 0 0 0 0 0 10 5 1 1 0 0 0 0 0 0 5 7 1 1 0 0 0 0 0 0 2 1 0 0 114.961950227021 282.5 109.6 0 34.7 282.5
38 4 8 1 0 0 501.13870335467 0 114 0 488 5 6 1 1 0 0 0 0 0 0 5 6 1 1 0 0 0 0 0 0 9 16 1 1 0 0 0 0 0 0
38 5 6 1 1 0 0 0 0 0 0 4 8 1 1 0 0 0 0 0 0 4 10 1 1 0 0 0 0 0 0 3 7 1 1 0 0 0 0 0 0
